Accident No,Year,Month of the Year,Date & Time,Severity level,Speed zones,Road Class,Rma All,Injury level,Lga Name,Lga Name All,Dca Code,Sub Dca Code,Vehicle dca code,Map,Long,Lat,Road Type,Road geometry
T20170021457,2017,November,10/11/17 23.27.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,HUME,HUME,181,Q02,Vehcile 1,7    C 7 ,144.94278,-37.68002,ROAD           ,Y intersection                      
T20170021457,2017,November,10/11/17 23.27.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,HUME,HUME,181,V01,Vehcile 1,7    C 7 ,144.94278,-37.68002,ROAD           ,Y intersection                      
T20170021457,2017,November,10/11/17 23.27.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,HUME,HUME,181,W02,Vehcile 1,7    C 7 ,144.94278,-37.68002,ROAD           ,Y intersection                      
T20170021457,2017,November,10/11/17 23.27.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,HUME,HUME,181,Q02,Vehcile 1,7    C 7 ,144.94278,-37.68002,ROAD           ,Y intersection                      
T20170021457,2017,November,10/11/17 23.27.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,HUME,HUME,181,V01,Vehcile 1,7    C 7 ,144.94278,-37.68002,ROAD           ,Y intersection                      
T20170021457,2017,November,10/11/17 23.27.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,HUME,HUME,181,W02,Vehcile 1,7    C 7 ,144.94278,-37.68002,ROAD           ,Y intersection                      
T20160010849,2016,May,17/05/16 19.15.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,MELBOURNE,MELBOURNE,129,NRQ,Vehcile 1,2F   H 9 ,144.97128,-37.823570000000004,AVENUE         ,Y intersection                      
T20160010849,2016,May,17/05/16 19.15.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,MELBOURNE,MELBOURNE,129,NRQ,Vehcile 1,2F   H 9 ,144.97128,-37.823570000000004,AVENUE         ,Y intersection                      
T20160016523,2016,July,09/07/16 16.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA,YARRA,130,A01,Not involved in initial event,2C   C 1 ,144.98076,-37.78689,ROAD           ,Y intersection                      
T20160016523,2016,July,09/07/16 16.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA,YARRA,130,N01,Not involved in initial event,2C   C 1 ,144.98076,-37.78689,ROAD           ,Y intersection                      
T20160016523,2016,July,09/07/16 16.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA,YARRA,130,A01,Not involved in initial event,2C   C 1 ,144.98076,-37.78689,ROAD           ,Y intersection                      
T20160016523,2016,July,09/07/16 16.40.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA,YARRA,130,N01,Not involved in initial event,2C   C 1 ,144.98076,-37.78689,ROAD           ,Y intersection                      
T20190010175,2019,May,30/05/19 07.00.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MACEDON RANGES,MACEDON RANGES,120,L01,Vehicle 2,632  A 4 ,144.43845,-37.242470000000004,AVENUE         ,Y intersection                      
T20190010175,2019,May,30/05/19 07.00.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MACEDON RANGES,MACEDON RANGES,120,L01,Vehicle 2,632  A 4 ,144.43845,-37.242470000000004,AVENUE         ,Y intersection                      
T20180010290,2018,May,31/05/18 20.35.00,Serious injury accident                   ,60,Arterial highway,"Arterial Highway,Arterial Other",Other injury                        ,PORT PHILLIP,PORT PHILLIP,129,NRQ,Vehcile 1,437  B 10,144.97321000000002,-37.83635,WAY            ,Y intersection                      
T20180010290,2018,May,31/05/18 20.35.00,Serious injury accident                   ,60,Arterial highway,"Arterial Highway,Arterial Other",Other injury                        ,PORT PHILLIP,PORT PHILLIP,129,NRQ,Vehcile 1,437  B 10,144.97321000000002,-37.83635,WAY            ,Y intersection                      
T20160018560,2016,August,24/08/16 16.05.00,Serious injury accident                   ,70,Arterial other,"Arterial Other,Local Road",Other injury                        ,YARRA RANGES,"YARRA RANGES,KNOX",113,NRQ,Vehcile 1,74   G 6 ,145.31573999999998,-37.89411,HIGHWAY        ,Y intersection                      
T20160018560,2016,August,24/08/16 16.05.00,Serious injury accident                   ,70,Arterial other,"Arterial Other,Local Road",Other injury                        ,YARRA RANGES,"YARRA RANGES,KNOX",113,NRQ,Vehcile 1,74   G 6 ,145.31573999999998,-37.89411,HIGHWAY        ,Y intersection                      
T20180002234,2018,January,27/01/18 13.30.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,MURRINDINDI,"MURRINDINDI,MURRINDINDI",181,Q04,Vehcile 1,62   E 4 ,145.80686,-37.134890000000006,ROAD           ,Y intersection                      
T20180002234,2018,January,27/01/18 13.30.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,MURRINDINDI,"MURRINDINDI,MURRINDINDI",181,W02,Vehcile 1,62   E 4 ,145.80686,-37.134890000000006,ROAD           ,Y intersection                      
T20180002234,2018,January,27/01/18 13.30.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,MURRINDINDI,"MURRINDINDI,MURRINDINDI",181,Q04,Vehcile 1,62   E 4 ,145.80686,-37.134890000000006,ROAD           ,Y intersection                      
T20180002234,2018,January,27/01/18 13.30.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,MURRINDINDI,"MURRINDINDI,MURRINDINDI",181,W02,Vehcile 1,62   E 4 ,145.80686,-37.134890000000006,ROAD           ,Y intersection                      
T20180002234,2018,January,27/01/18 13.30.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,MURRINDINDI,"MURRINDINDI,MURRINDINDI",181,Q04,Vehcile 1,62   E 4 ,145.80686,-37.134890000000006,ROAD           ,Y intersection                      
T20180002234,2018,January,27/01/18 13.30.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,MURRINDINDI,"MURRINDINDI,MURRINDINDI",181,W02,Vehcile 1,62   E 4 ,145.80686,-37.134890000000006,ROAD           ,Y intersection                      
T20180002234,2018,January,27/01/18 13.30.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,MURRINDINDI,"MURRINDINDI,MURRINDINDI",181,Q04,Vehcile 1,62   E 4 ,145.80686,-37.134890000000006,ROAD           ,Y intersection                      
T20180002234,2018,January,27/01/18 13.30.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,MURRINDINDI,"MURRINDINDI,MURRINDINDI",181,W02,Vehcile 1,62   E 4 ,145.80686,-37.134890000000006,ROAD           ,Y intersection                      
T20140007059,2014,April,05/04/14 09.13.00,Other injury accident                    ,80,Unknown,,Other injury                        ,LATROBE,LATROBE,113,NRQ,Vehicle 2,97   G 5 ,146.37356,-38.23427,FREEWAY EAST   ,Y intersection                      
T20140007059,2014,April,05/04/14 09.13.00,Other injury accident                    ,80,Unknown,,Other injury                        ,LATROBE,LATROBE,113,NRQ,Vehicle 2,97   G 5 ,146.37356,-38.23427,FREEWAY EAST   ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,Q02,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,V01,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,W02,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,Q02,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,V01,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,W02,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,Q02,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,V01,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,W02,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,Q02,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,V01,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20180003516,2018,February,23/02/18 09.40.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,183,W02,Vehcile 1,73   J 3 ,142.49047,-37.62157,LANE           ,Y intersection                      
T20140019428,2014,September,18/09/14 20.00.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,CASEY,CASEY,182,V01,Vehcile 1,109  K 12,145.37103000000002,-38.00388,DRIVE          ,Y intersection                      
T20140019428,2014,September,18/09/14 20.00.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,CASEY,CASEY,182,W02,Vehcile 1,109  K 12,145.37103000000002,-38.00388,DRIVE          ,Y intersection                      
T20140019428,2014,September,18/09/14 20.00.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,CASEY,CASEY,182,V01,Vehcile 1,109  K 12,145.37103000000002,-38.00388,DRIVE          ,Y intersection                      
T20140019428,2014,September,18/09/14 20.00.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,CASEY,CASEY,182,W02,Vehcile 1,109  K 12,145.37103000000002,-38.00388,DRIVE          ,Y intersection                      
T20140021576,2014,October,12/10/14 06.20.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,BOROONDARA,BOROONDARA,120,L01,Vehcile 1,60   B 12,145.07213000000002,-37.8729,STREET         ,Y intersection                      
T20140021576,2014,October,12/10/14 06.20.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,BOROONDARA,BOROONDARA,120,L01,Vehcile 1,60   B 12,145.07213000000002,-37.8729,STREET         ,Y intersection                      
T20180002237,2018,February,05/02/18 15.00.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,MOONEE VALLEY,MOONEE VALLEY,174,V01,Vehcile 1,28   H 7 ,144.92011000000002,-37.76832,STREET         ,Y intersection                      
T20180002237,2018,February,05/02/18 15.00.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,MOONEE VALLEY,MOONEE VALLEY,174,V01,Vehcile 1,28   H 7 ,144.92011000000002,-37.76832,STREET         ,Y intersection                      
T20180013268,2018,July,14/07/18 15.00.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,MOORABOOL,MOORABOOL,171,Q02,Vehcile 1,59   G 9 ,144.32828,-37.46587,ROAD           ,Y intersection                      
T20180013268,2018,July,14/07/18 15.00.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,MOORABOOL,MOORABOOL,171,V01,Vehcile 1,59   G 9 ,144.32828,-37.46587,ROAD           ,Y intersection                      
T20180013268,2018,July,14/07/18 15.00.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,MOORABOOL,MOORABOOL,171,Q02,Vehcile 1,59   G 9 ,144.32828,-37.46587,ROAD           ,Y intersection                      
T20180013268,2018,July,14/07/18 15.00.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,MOORABOOL,MOORABOOL,171,V01,Vehcile 1,59   G 9 ,144.32828,-37.46587,ROAD           ,Y intersection                      
T20180013268,2018,July,14/07/18 15.00.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,MOORABOOL,MOORABOOL,171,Q02,Vehcile 1,59   G 9 ,144.32828,-37.46587,ROAD           ,Y intersection                      
T20180013268,2018,July,14/07/18 15.00.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,MOORABOOL,MOORABOOL,171,V01,Vehcile 1,59   G 9 ,144.32828,-37.46587,ROAD           ,Y intersection                      
T20180013268,2018,July,14/07/18 15.00.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,MOORABOOL,MOORABOOL,171,Q02,Vehcile 1,59   G 9 ,144.32828,-37.46587,ROAD           ,Y intersection                      
T20180013268,2018,July,14/07/18 15.00.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,MOORABOOL,MOORABOOL,171,V01,Vehcile 1,59   G 9 ,144.32828,-37.46587,ROAD           ,Y intersection                      
T20180008276,2018,April,28/04/18 15.41.00,Other injury accident                    ,Unknown,Local roads,Local Road,Other injury                        ,ALPINE,ALPINE,174,V01,Vehcile 1,49   H 7 ,146.98723999999999,-36.84703,TRACK          ,Y intersection                      
T20180008276,2018,April,28/04/18 15.41.00,Other injury accident                    ,Unknown,Local roads,Local Road,Other injury                        ,ALPINE,ALPINE,174,V01,Vehcile 1,49   H 7 ,146.98723999999999,-36.84703,TRACK          ,Y intersection                      
T20180024313,2018,December,26/12/18 01.30.00,Other injury accident                    ,100,Freeway,Freeway,Not injured                         ,FRANKSTON,FRANKSTON,130,N02,Vehicle 2,99   J 2 ,145.1449,-38.09789,FREEWAY        ,Y intersection                      
T20180024313,2018,December,26/12/18 01.30.00,Other injury accident                    ,100,Freeway,Freeway,Not injured                         ,FRANKSTON,FRANKSTON,130,Z01,Vehicle 2,99   J 2 ,145.1449,-38.09789,FREEWAY        ,Y intersection                      
T20180024313,2018,December,26/12/18 01.30.00,Other injury accident                    ,100,Freeway,Freeway,Not injured                         ,FRANKSTON,FRANKSTON,130,N02,Vehicle 2,99   J 2 ,145.1449,-38.09789,FREEWAY        ,Y intersection                      
T20180024313,2018,December,26/12/18 01.30.00,Other injury accident                    ,100,Freeway,Freeway,Not injured                         ,FRANKSTON,FRANKSTON,130,Z01,Vehicle 2,99   J 2 ,145.1449,-38.09789,FREEWAY        ,Y intersection                      
T20140024216,2014,November,22/11/14 08.15.00,Other injury accident                    ,80,Local roads,Local Road,Not injured                         ,GOLDEN PLAINS,GOLDEN PLAINS,113,NRQ,Vehcile 1,575  N 2 ,143.68916000000002,-37.64328,ROAD           ,Y intersection                      
T20140024216,2014,November,22/11/14 08.15.00,Other injury accident                    ,80,Local roads,Local Road,Not injured                         ,GOLDEN PLAINS,GOLDEN PLAINS,113,NRQ,Vehcile 1,575  N 2 ,143.68916000000002,-37.64328,ROAD           ,Y intersection                      
T20140020301,2014,October,01/10/14 17.45.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BAYSIDE,BAYSIDE,111,NRQ,Vehcile 1,76   H 8 ,145.00974,-37.945479999999996,STREET         ,Y intersection                      
T20140020301,2014,October,01/10/14 17.45.00,Other injury accident                    ,50,Local roads,Local Road,Not injured                         ,BAYSIDE,BAYSIDE,111,NRQ,Vehcile 1,76   H 8 ,145.00974,-37.945479999999996,STREET         ,Y intersection                      
T20140013212,2014,June,27/06/14 11.15.00,Serious injury accident                   ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,BAW BAW,BAW BAW,100,A03,Vehcile 1,704  F 7 ,145.93101000000001,-38.16308,ROAD           ,Y intersection                      
T20140013212,2014,June,27/06/14 11.15.00,Serious injury accident                   ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,BAW BAW,BAW BAW,100,B01,Vehcile 1,704  F 7 ,145.93101000000001,-38.16308,ROAD           ,Y intersection                      
T20140013212,2014,June,27/06/14 11.15.00,Serious injury accident                   ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,BAW BAW,BAW BAW,100,A03,Vehcile 1,704  F 7 ,145.93101000000001,-38.16308,ROAD           ,Y intersection                      
T20140013212,2014,June,27/06/14 11.15.00,Serious injury accident                   ,50,Arterial other,"Arterial Other,Local Road",Not injured                         ,BAW BAW,BAW BAW,100,B01,Vehcile 1,704  F 7 ,145.93101000000001,-38.16308,ROAD           ,Y intersection                      
T20140019414,2014,September,19/09/14 11.14.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MONASH,MONASH,111,NRQ,Vehicle 2,70   D 10,145.12274,-37.909,ROAD           ,Y intersection                      
T20140019414,2014,September,19/09/14 11.14.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MONASH,MONASH,111,NRQ,Vehicle 2,70   D 10,145.12274,-37.909,ROAD           ,Y intersection                      
T20140020544,2014,October,05/10/14 11.00.00,Serious injury accident                   ,80,Arterial other,Arterial Other,Not injured                         ,WYNDHAM,WYNDHAM,119,NRQ,Vehicle 2,198  K 1 ,144.74975,-37.92171,ROAD           ,Y intersection                      
T20140020544,2014,October,05/10/14 11.00.00,Serious injury accident                   ,80,Arterial other,Arterial Other,Not injured                         ,WYNDHAM,WYNDHAM,119,NRQ,Vehicle 2,198  K 1 ,144.74975,-37.92171,ROAD           ,Y intersection                      
T20170006235,2017,March,27/03/17 07.45.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,PORT PHILLIP,PORT PHILLIP,137,N01,Vehcile 1,437  A 10,144.9454,-37.83526,STREET         ,Y intersection                      
T20170006235,2017,March,27/03/17 07.45.00,Other injury accident                    ,40,Local roads,Local Road,Not injured                         ,PORT PHILLIP,PORT PHILLIP,137,N01,Vehcile 1,437  A 10,144.9454,-37.83526,STREET         ,Y intersection                      
T20170016856,2017,August,31/08/17 14.07.00,Other injury accident                    ,100,Local roads,Local Road,Not injured                         ,LATROBE,LATROBE,132,A01,Vehcile 1,97   G 5 ,146.31833999999998,-38.20971,TRACK          ,Y intersection                      
T20170016856,2017,August,31/08/17 14.07.00,Other injury accident                    ,100,Local roads,Local Road,Not injured                         ,LATROBE,LATROBE,132,N01,Vehcile 1,97   G 5 ,146.31833999999998,-38.20971,TRACK          ,Y intersection                      
T20170016856,2017,August,31/08/17 14.07.00,Other injury accident                    ,100,Local roads,Local Road,Not injured                         ,LATROBE,LATROBE,132,A01,Vehcile 1,97   G 5 ,146.31833999999998,-38.20971,TRACK          ,Y intersection                      
T20170016856,2017,August,31/08/17 14.07.00,Other injury accident                    ,100,Local roads,Local Road,Not injured                         ,LATROBE,LATROBE,132,N01,Vehcile 1,97   G 5 ,146.31833999999998,-38.20971,TRACK          ,Y intersection                      
T20180004456,2018,March,08/03/18 10.44.00,Other injury accident                    ,40,Arterial other,Arterial Other,Not injured                         ,NILLUMBIK,NILLUMBIK,120,L01,Not involved in initial event,23   F 11,145.22249,-37.73537,ROAD           ,Y intersection                      
T20180004456,2018,March,08/03/18 10.44.00,Other injury accident                    ,40,Arterial other,Arterial Other,Not injured                         ,NILLUMBIK,NILLUMBIK,120,L01,Not involved in initial event,23   F 11,145.22249,-37.73537,ROAD           ,Y intersection                      
T20180004456,2018,March,08/03/18 10.44.00,Other injury accident                    ,40,Arterial other,Arterial Other,Not injured                         ,NILLUMBIK,NILLUMBIK,120,L01,Not involved in initial event,23   F 11,145.22249,-37.73537,ROAD           ,Y intersection                      
T20180004456,2018,March,08/03/18 10.44.00,Other injury accident                    ,40,Arterial other,Arterial Other,Not injured                         ,NILLUMBIK,NILLUMBIK,120,L01,Not involved in initial event,23   F 11,145.22249,-37.73537,ROAD           ,Y intersection                      
T20180019610,2018,October,19/10/18 07.50.00,Other injury accident                    ,40,Arterial highway,"Arterial Highway,Local Road,Non Arterial",Not injured                         ,MELBOURNE,MELBOURNE,174,NRQ,Not involved in initial event,2E   K 8 ,144.95219,-37.82185,STREET         ,Y intersection                      
T20180019610,2018,October,19/10/18 07.50.00,Other injury accident                    ,40,Arterial highway,"Arterial Highway,Local Road,Non Arterial",Not injured                         ,MELBOURNE,MELBOURNE,174,NRQ,Not involved in initial event,2E   K 8 ,144.95219,-37.82185,STREET         ,Y intersection                      
T20170014070,2017,July,19/07/17 18.55.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,MELBOURNE,MELBOURNE,100,A01,Vehcile 1,437  B 10,144.97896,-37.84489,ROAD           ,Y intersection                      
T20170014070,2017,July,19/07/17 18.55.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,MELBOURNE,MELBOURNE,100,B03,Vehcile 1,437  B 10,144.97896,-37.84489,ROAD           ,Y intersection                      
T20170014070,2017,July,19/07/17 18.55.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,MELBOURNE,MELBOURNE,100,A01,Vehcile 1,437  B 10,144.97896,-37.84489,ROAD           ,Y intersection                      
T20170014070,2017,July,19/07/17 18.55.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,MELBOURNE,MELBOURNE,100,B03,Vehcile 1,437  B 10,144.97896,-37.84489,ROAD           ,Y intersection                      
T20140024178,2014,November,21/11/14 15.20.00,Other injury accident                    ,70,Arterial other,"Arterial Other,Local Road",Not injured                         ,BRIMBANK,BRIMBANK,147,H03,Vehcile 1,26   H 10,144.83069,-37.77733,ROAD           ,Y intersection                      
T20140024178,2014,November,21/11/14 15.20.00,Other injury accident                    ,70,Arterial other,"Arterial Other,Local Road",Not injured                         ,BRIMBANK,BRIMBANK,147,I04,Vehcile 1,26   H 10,144.83069,-37.77733,ROAD           ,Y intersection                      
T20140024178,2014,November,21/11/14 15.20.00,Other injury accident                    ,70,Arterial other,"Arterial Other,Local Road",Not injured                         ,BRIMBANK,BRIMBANK,147,S03,Vehcile 1,26   H 10,144.83069,-37.77733,ROAD           ,Y intersection                      
T20140024178,2014,November,21/11/14 15.20.00,Other injury accident                    ,70,Arterial other,"Arterial Other,Local Road",Not injured                         ,BRIMBANK,BRIMBANK,147,H03,Vehcile 1,26   H 10,144.83069,-37.77733,ROAD           ,Y intersection                      
T20140024178,2014,November,21/11/14 15.20.00,Other injury accident                    ,70,Arterial other,"Arterial Other,Local Road",Not injured                         ,BRIMBANK,BRIMBANK,147,I04,Vehcile 1,26   H 10,144.83069,-37.77733,ROAD           ,Y intersection                      
T20140024178,2014,November,21/11/14 15.20.00,Other injury accident                    ,70,Arterial other,"Arterial Other,Local Road",Not injured                         ,BRIMBANK,BRIMBANK,147,S03,Vehcile 1,26   H 10,144.83069,-37.77733,ROAD           ,Y intersection                      
T20140025098,2014,December,04/12/14 08.00.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MORELAND,MORELAND,121,NRQ,Vehcile 1,29   E 10,144.95293,-37.77619,ROAD           ,Y intersection                      
T20140025098,2014,December,04/12/14 08.00.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MORELAND,MORELAND,121,NRQ,Vehcile 1,29   E 10,144.95293,-37.77619,ROAD           ,Y intersection                      
T20140026629,2014,December,23/12/14 12.50.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WYNDHAM,WYNDHAM,130,A03,Vehcile 1,203  H 7 ,144.7446,-37.853840000000005,ROAD           ,Y intersection                      
T20140026629,2014,December,23/12/14 12.50.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WYNDHAM,WYNDHAM,130,N01,Vehcile 1,203  H 7 ,144.7446,-37.853840000000005,ROAD           ,Y intersection                      
T20140026629,2014,December,23/12/14 12.50.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WYNDHAM,WYNDHAM,130,A03,Vehcile 1,203  H 7 ,144.7446,-37.853840000000005,ROAD           ,Y intersection                      
T20140026629,2014,December,23/12/14 12.50.00,Other injury accident                    ,60,Arterial other,Arterial Other,Not injured                         ,WYNDHAM,WYNDHAM,130,N01,Vehcile 1,203  H 7 ,144.7446,-37.853840000000005,ROAD           ,Y intersection                      
T20140015729,2014,July,30/07/14 18.28.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,PORT PHILLIP,PORT PHILLIP,137,N01,Vehcile 1,2N   J 5 ,144.97251,-37.8609,ROAD           ,Y intersection                      
T20140015729,2014,July,30/07/14 18.28.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,PORT PHILLIP,PORT PHILLIP,137,N01,Vehcile 1,2N   J 5 ,144.97251,-37.8609,ROAD           ,Y intersection                      
T20140023043,2014,October,30/10/14 15.50.00,Other injury accident                    ,60,Arterial highway,"Arterial Highway,Local Road",Other injury                        ,HORSHAM,HORSHAM,130,A01,Vehcile 1,544  G 7 ,142.20494,-36.72305,ROAD           ,Y intersection                      
T20140023043,2014,October,30/10/14 15.50.00,Other injury accident                    ,60,Arterial highway,"Arterial Highway,Local Road",Other injury                        ,HORSHAM,HORSHAM,130,N01,Vehcile 1,544  G 7 ,142.20494,-36.72305,ROAD           ,Y intersection                      
T20140023043,2014,October,30/10/14 15.50.00,Other injury accident                    ,60,Arterial highway,"Arterial Highway,Local Road",Other injury                        ,HORSHAM,HORSHAM,130,A01,Vehcile 1,544  G 7 ,142.20494,-36.72305,ROAD           ,Y intersection                      
T20140023043,2014,October,30/10/14 15.50.00,Other injury accident                    ,60,Arterial highway,"Arterial Highway,Local Road",Other injury                        ,HORSHAM,HORSHAM,130,N01,Vehcile 1,544  G 7 ,142.20494,-36.72305,ROAD           ,Y intersection                      
T20150024174,2015,November,21/11/15 11.00.00,Serious injury accident                   ,60,Local roads,Local Road,Serious injury                       ,MURRINDINDI,"MURRINDINDI,MURRINDINDI",174,NRQ,Vehcile 1,80   H 2 ,145.94274,-37.52948,ROAD           ,Y intersection                      
T20150024174,2015,November,21/11/15 11.00.00,Serious injury accident                   ,60,Local roads,Local Road,Serious injury                       ,MURRINDINDI,"MURRINDINDI,MURRINDINDI",174,NRQ,Vehcile 1,80   H 2 ,145.94274,-37.52948,ROAD           ,Y intersection                      
T20170022207,2017,November,20/11/17 17.20.00,Serious injury accident                   ,100,Arterial other,Arterial Other,Other injury                        ,WELLINGTON,WELLINGTON,119,NRQ,Vehcile 1,98   D 7 ,146.71459,-38.34929,HIGHWAY        ,Y intersection                      
T20170022207,2017,November,20/11/17 17.20.00,Serious injury accident                   ,100,Arterial other,Arterial Other,Other injury                        ,WELLINGTON,WELLINGTON,119,NRQ,Vehcile 1,98   D 7 ,146.71459,-38.34929,HIGHWAY        ,Y intersection                      
